sample_id,language,tp,fp,fn,precision,recall,f1,fnr,fpr,model
56121A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
65074A,Italian,1,1,0,0.5,1.0,0.6667,0.0,0.5,regex_baseline
64421C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
63079C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
60187B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
63182C,Italian,0,3,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
60338B,Italian,0,3,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
62347B,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
56209B,Italian,0,0,1,0.0,0.0,0.0,1.0,0.0,regex_baseline
64832C,Italian,2,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
55522A,Italian,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
54477D,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
63495C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
66622A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
60067B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
54126D,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
57716B,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
56423C,Italian,0,1,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
54231B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
64592B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
56409D,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
65867B,Italian,2,1,0,0.6667,1.0,0.8,0.0,0.3333,regex_baseline
54199B,Italian,0,2,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
58040B,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
66497,Italian,4,7,0,0.3636,1.0,0.5333,0.0,0.6364,regex_baseline
57937A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
60833C,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
59238D,Italian,1,2,0,0.3333,1.0,0.5,0.0,0.6667,regex_baseline
64870C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
61217C,Italian,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
60269E,Italian,0,0,1,0.0,0.0,0.0,1.0,0.0,regex_baseline
57151C,Italian,1,1,0,0.5,1.0,0.6667,0.0,0.5,regex_baseline
54126A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
64031C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
62551D,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
56316B,Italian,0,1,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
57594B,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
58624,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
65540A,Italian,1,2,0,0.3333,1.0,0.5,0.0,0.6667,regex_baseline
64448A,Italian,0,11,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
65585A,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
62677B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
58298A,Italian,1,2,0,0.3333,1.0,0.5,0.0,0.6667,regex_baseline
57422A,Italian,0,3,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
55367C,Italian,0,3,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
64680B,Italian,0,3,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
58773A,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
59744B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
65927E,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
59262A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
63918A,Italian,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
59785B,Italian,0,7,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
66001A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
66761D,Italian,0,2,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
59075A,Italian,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
58400B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
56264C,Italian,0,5,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
60568B,Italian,0,10,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
63148D,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
60585D,Italian,0,3,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
58769A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
66381B,Italian,0,0,1,0.0,0.0,0.0,1.0,0.0,regex_baseline
64662C,Italian,3,3,0,0.5,1.0,0.6667,0.0,0.5,regex_baseline
60881B,Italian,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
57316A,Italian,2,1,0,0.6667,1.0,0.8,0.0,0.3333,regex_baseline
54777C,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
63639A,Italian,1,7,0,0.125,1.0,0.2222,0.0,0.875,regex_baseline
59574A,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
54730A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
59640D,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
62001A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
64963A,Italian,1,0,1,1.0,0.5,0.6667,0.5,0.0,regex_baseline
56195A,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
61226C,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
57719B,Italian,2,4,0,0.3333,1.0,0.5,0.0,0.6667,regex_baseline
58121A,Italian,1,2,0,0.3333,1.0,0.5,0.0,0.6667,regex_baseline
54737C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
58234C,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
62746G,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
57738B,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
57881C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
59870B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
62001B,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
63514B,Italian,1,2,0,0.3333,1.0,0.5,0.0,0.6667,regex_baseline
59592A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
56015C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
63123C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
59846A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
58563B,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
59886B,Italian,0,0,2,0.0,0.0,0.0,1.0,0.0,regex_baseline
54205C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
63633A,Italian,0,1,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
65645A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
66215C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
58567B,Italian,4,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
59689C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
57427D,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
62459D,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
64594B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
66652C,Italian,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
54415C,Italian,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
54654,Italian,0,3,3,0.0,0.0,0.0,1.0,1.0,regex_baseline
62917C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
62443C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
59331,Italian,2,1,0,0.6667,1.0,0.8,0.0,0.3333,regex_baseline
58717B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
60802B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
64703A,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
64013A,Italian,5,1,0,0.8333,1.0,0.9091,0.0,0.1667,regex_baseline
63020C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
55913B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
66701C,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
54060B,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
55624A,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
65342B,Italian,1,1,0,0.5,1.0,0.6667,0.0,0.5,regex_baseline
62064A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
63008B,Italian,2,1,0,0.6667,1.0,0.8,0.0,0.3333,regex_baseline
64453B,Italian,2,3,0,0.4,1.0,0.5714,0.0,0.6,regex_baseline
59762C,Italian,1,2,0,0.3333,1.0,0.5,0.0,0.6667,regex_baseline
54105A,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
55407B,Italian,1,1,0,0.5,1.0,0.6667,0.0,0.5,regex_baseline
54526A,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
56893,Italian,0,2,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
64419B,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
62533A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
58752C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
58679D,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
59014D,Italian,0,1,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
66674E,Italian,0,3,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
61480A,Italian,0,6,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
54077B,Italian,1,2,0,0.3333,1.0,0.5,0.0,0.6667,regex_baseline
62031D,Italian,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
55800C,Italian,0,0,1,0.0,0.0,0.0,1.0,0.0,regex_baseline
63016C,Italian,0,0,1,0.0,0.0,0.0,1.0,0.0,regex_baseline
59937B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
66671B,Italian,5,8,1,0.3846,0.8333,0.5263,0.1667,0.6154,regex_baseline
58829B,Italian,1,1,0,0.5,1.0,0.6667,0.0,0.5,regex_baseline
58862B,Italian,0,5,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
54696B,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
61560B,Italian,0,7,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
61018B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
58763B,Italian,0,2,2,0.0,0.0,0.0,1.0,1.0,regex_baseline
59238B,Italian,1,3,0,0.25,1.0,0.4,0.0,0.75,regex_baseline
58016C,Italian,0,4,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
62595B,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
57492A,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
57077A,Italian,1,2,0,0.3333,1.0,0.5,0.0,0.6667,regex_baseline
66822A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
55205D,Italian,0,3,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
53984A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
63769C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
56253B,Italian,4,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
60614C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
60858B,Italian,0,4,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
59081B,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
66244B,Italian,0,3,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
61415A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
55265B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
57268C,Italian,1,0,1,1.0,0.5,0.6667,0.5,0.0,regex_baseline
64352B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
57253D,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
63285B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
59870E,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
56605A,Italian,0,5,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
62101E,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
57591B,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
63171B,Italian,0,3,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
66275B,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
60524B,Italian,0,1,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
56414E,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
55341A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
55527B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
65402A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
54640A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
59963F,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
56084B,Italian,0,4,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
66076B,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
63446B,Italian,3,3,0,0.5,1.0,0.6667,0.0,0.5,regex_baseline
59859C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
54837B,Italian,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
64822C,Italian,1,2,0,0.3333,1.0,0.5,0.0,0.6667,regex_baseline
63046,Italian,0,4,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
66934A,Italian,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
65303B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
58095B,Italian,1,3,0,0.25,1.0,0.4,0.0,0.75,regex_baseline
62872A,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
58528A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
63372B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
54495C,Italian,2,2,0,0.5,1.0,0.6667,0.0,0.5,regex_baseline
61271D,Italian,0,0,1,0.0,0.0,0.0,1.0,0.0,regex_baseline
61203B,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
57664B,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
65955A,Italian,1,1,0,0.5,1.0,0.6667,0.0,0.5,regex_baseline
57810B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
65394A,Italian,0,1,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
55875A,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
63402E,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
66436A,Italian,1,1,0,0.5,1.0,0.6667,0.0,0.5,regex_baseline
63248B,Italian,1,3,1,0.25,0.5,0.3333,0.5,0.75,regex_baseline
62444A,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
56109C,Italian,0,6,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
64629A,Italian,0,1,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
58677D,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
60745B,Italian,2,0,1,1.0,0.6667,0.8,0.3333,0.0,regex_baseline
56717C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
55312A,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
56418B,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
64613B,Italian,0,7,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
55571,Italian,0,1,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
56901E,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
64585C,Italian,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
60559B,Italian,0,0,1,0.0,0.0,0.0,1.0,0.0,regex_baseline
53995A,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
58672A,Italian,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
61321B,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
61532A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
58791C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
60223D,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
64727A,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
61293A,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
55464B,Italian,0,5,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
62107,Italian,1,3,0,0.25,1.0,0.4,0.0,0.75,regex_baseline
65836C,Italian,1,1,0,0.5,1.0,0.6667,0.0,0.5,regex_baseline
54806E,Italian,0,0,1,0.0,0.0,0.0,1.0,0.0,regex_baseline
54507A,Italian,0,2,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
57918A,Italian,0,6,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
59238C,Italian,1,1,0,0.5,1.0,0.6667,0.0,0.5,regex_baseline
63509A,Italian,0,0,1,0.0,0.0,0.0,1.0,0.0,regex_baseline
63529A,Italian,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
60346A,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
60982B,Italian,0,6,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
64272B,Italian,3,1,0,0.75,1.0,0.8571,0.0,0.25,regex_baseline
59363D,Italian,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
64973B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
61568B,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
54638A,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
55383B,Italian,0,6,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
67003B,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
58059B,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
62496B,Italian,0,9,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
54640B,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
59940A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
60201A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
63022B,Italian,4,3,0,0.5714,1.0,0.7273,0.0,0.4286,regex_baseline
60856A,Italian,1,1,0,0.5,1.0,0.6667,0.0,0.5,regex_baseline
58472B,Italian,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
55447B,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
65761B,Italian,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
65061A,Italian,0,1,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
64436A,Italian,3,3,1,0.5,0.75,0.6,0.25,0.5,regex_baseline
61285E,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
62463C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
61767C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
56206C,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
64259C,Italian,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
55456A,Italian,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
59663,Italian,0,0,1,0.0,0.0,0.0,1.0,0.0,regex_baseline
34507B,Spanish,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
40112A,Spanish,0,1,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
39499C,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
28472B,Spanish,2,3,0,0.4,1.0,0.5714,0.0,0.6,regex_baseline
39063A,Spanish,0,2,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
29439A,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
34718G,Spanish,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
29828,Spanish,0,16,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
31794C,Spanish,0,4,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
29945A,Spanish,1,8,0,0.1111,1.0,0.2,0.0,0.8889,regex_baseline
29916B,Spanish,2,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
32049B,Spanish,1,2,0,0.3333,1.0,0.5,0.0,0.6667,regex_baseline
40502C,Spanish,1,1,0,0.5,1.0,0.6667,0.0,0.5,regex_baseline
37294C,Spanish,1,3,0,0.25,1.0,0.4,0.0,0.75,regex_baseline
30764A,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
32343C,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
40692A,Spanish,0,3,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
40623B,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
34732,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
39887A,Spanish,0,0,1,0.0,0.0,0.0,1.0,0.0,regex_baseline
31493D,Spanish,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
39237A,Spanish,0,5,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
28840A,Spanish,1,4,0,0.2,1.0,0.3333,0.0,0.8,regex_baseline
31054C,Spanish,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
30388D,Spanish,2,2,1,0.5,0.6667,0.5714,0.3333,0.5,regex_baseline
36269E,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
35138B,Spanish,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
31363B,Spanish,0,4,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
29447A,Spanish,1,1,0,0.5,1.0,0.6667,0.0,0.5,regex_baseline
36118B,Spanish,2,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
31785A,Spanish,0,0,1,0.0,0.0,0.0,1.0,0.0,regex_baseline
35966B,Spanish,1,2,0,0.3333,1.0,0.5,0.0,0.6667,regex_baseline
34931B,Spanish,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
29019,Spanish,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
34499C,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
36350A,Spanish,0,3,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
30014A,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
35658C,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
40630B,Spanish,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
35529D,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
29850B,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
30044A,Spanish,2,1,0,0.6667,1.0,0.8,0.0,0.3333,regex_baseline
36561A,Spanish,0,0,1,0.0,0.0,0.0,1.0,0.0,regex_baseline
36114B,Spanish,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
37456C,Spanish,3,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
39988C,Spanish,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
35855A,Spanish,1,2,0,0.3333,1.0,0.5,0.0,0.6667,regex_baseline
32225A,Spanish,1,2,0,0.3333,1.0,0.5,0.0,0.6667,regex_baseline
39219B,Spanish,2,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
40319A,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
35291C,Spanish,2,6,1,0.25,0.6667,0.3636,0.3333,0.75,regex_baseline
28261B,Spanish,0,3,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
38975B,Spanish,0,4,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
39454B,Spanish,1,1,0,0.5,1.0,0.6667,0.0,0.5,regex_baseline
28096B,Spanish,0,11,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
28863A,Spanish,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
28322,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
40707A,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
36364A,Spanish,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
38157D,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
35478B,Spanish,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
31261A,Spanish,1,0,1,1.0,0.5,0.6667,0.5,0.0,regex_baseline
36488D,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
30599A,Spanish,0,2,1,0.0,0.0,0.0,1.0,1.0,regex_baseline
38088A,Spanish,0,0,1,0.0,0.0,0.0,1.0,0.0,regex_baseline
35391C,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
33347C,Spanish,3,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
36037B,Spanish,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
36325C,Spanish,0,1,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
28124A,Spanish,0,0,1,0.0,0.0,0.0,1.0,0.0,regex_baseline
34440C,Spanish,0,2,0,0.0,0.0,0.0,0.0,1.0,regex_baseline
39816B,Spanish,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
36159B,Spanish,1,2,0,0.3333,1.0,0.5,0.0,0.6667,regex_baseline
35071B,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
31589C,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
36370A,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
31774C,Spanish,0,0,0,0.0,0.0,0.0,0.0,0.0,regex_baseline
34229C,Spanish,1,0,0,1.0,1.0,1.0,0.0,0.0,regex_baseline
31000C,Spanish,1,2,1,0.3333,0.5,0.4,0.5,0.6667,regex_baseline
