sample_id,language,tp,fp,fn,precision,recall,f1,fnr,fpr,model
49216A,English,6,6,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
42180C,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
41103C,English,1,1,3,0.5,0.25,0.3333,0.75,0.5,openai_privacy_filter
50517C,English,1,1,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
44262B,English,4,22,17,0.1538,0.1905,0.1702,0.8095,0.8462,openai_privacy_filter
43827B,English,4,27,15,0.129,0.2105,0.16,0.7895,0.871,openai_privacy_filter
43566A,English,3,7,2,0.3,0.6,0.4,0.4,0.7,openai_privacy_filter
42532B,English,2,18,9,0.1,0.1818,0.129,0.8182,0.9,openai_privacy_filter
50434B,English,2,7,3,0.2222,0.4,0.2857,0.6,0.7778,openai_privacy_filter
42073B,English,6,12,3,0.3333,0.6667,0.4444,0.3333,0.6667,openai_privacy_filter
49662A,English,1,3,3,0.25,0.25,0.25,0.75,0.75,openai_privacy_filter
50503B,English,4,24,15,0.1429,0.2105,0.1702,0.7895,0.8571,openai_privacy_filter
52501A,English,3,14,5,0.1765,0.375,0.24,0.625,0.8235,openai_privacy_filter
47967A,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
41907A,English,2,4,1,0.3333,0.6667,0.4444,0.3333,0.6667,openai_privacy_filter
48527A,English,2,10,5,0.1667,0.2857,0.2105,0.7143,0.8333,openai_privacy_filter
46251C,English,2,6,2,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
41204G,English,1,8,5,0.1111,0.1667,0.1333,0.8333,0.8889,openai_privacy_filter
41192A,English,0,7,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
41976C,English,4,19,10,0.1739,0.2857,0.2162,0.7143,0.8261,openai_privacy_filter
43516A,English,0,10,5,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
43696,English,5,20,8,0.2,0.3846,0.2632,0.6154,0.8,openai_privacy_filter
47459B,English,4,8,1,0.3333,0.8,0.4706,0.2,0.6667,openai_privacy_filter
48663A,English,0,2,1,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
41151A,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
48150C,English,2,10,4,0.1667,0.3333,0.2222,0.6667,0.8333,openai_privacy_filter
43229B,English,4,20,12,0.1667,0.25,0.2,0.75,0.8333,openai_privacy_filter
50125A,English,1,9,5,0.1,0.1667,0.125,0.8333,0.9,openai_privacy_filter
49336B,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
49908H,English,0,10,5,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
47964B,English,0,4,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
46214A,English,1,11,6,0.0833,0.1429,0.1053,0.8571,0.9167,openai_privacy_filter
43534D,English,1,3,2,0.25,0.3333,0.2857,0.6667,0.75,openai_privacy_filter
46667A,English,2,14,8,0.125,0.2,0.1538,0.8,0.875,openai_privacy_filter
48515C,English,0,12,3,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
44299C,English,0,10,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
51439A,English,0,6,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
52206B,English,7,9,11,0.4375,0.3889,0.4118,0.6111,0.5625,openai_privacy_filter
40838B,English,3,5,1,0.375,0.75,0.5,0.25,0.625,openai_privacy_filter
50770B,English,1,25,11,0.0385,0.0833,0.0526,0.9167,0.9615,openai_privacy_filter
51381C,English,6,14,7,0.3,0.4615,0.3636,0.5385,0.7,openai_privacy_filter
42798B,English,0,0,1,0.0,0.0,0.0,1.0,0.0,openai_privacy_filter
49902A,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
46260B,English,5,17,12,0.2273,0.2941,0.2564,0.7059,0.7727,openai_privacy_filter
45169A,English,3,17,8,0.15,0.2727,0.1935,0.7273,0.85,openai_privacy_filter
44299A,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
42750C,English,0,16,7,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
43461A,English,3,9,4,0.25,0.4286,0.3158,0.5714,0.75,openai_privacy_filter
53399C,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
50829A,English,2,15,8,0.1176,0.2,0.1481,0.8,0.8824,openai_privacy_filter
45106A,English,3,7,2,0.3,0.6,0.4,0.4,0.7,openai_privacy_filter
42071E,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
41960C,English,3,8,4,0.2727,0.4286,0.3333,0.5714,0.7273,openai_privacy_filter
45677B,English,0,14,11,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
42010A,English,4,13,8,0.2353,0.3333,0.2759,0.6667,0.7647,openai_privacy_filter
45387C,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
51915A,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
45220D,English,1,2,2,0.3333,0.3333,0.3333,0.6667,0.6667,openai_privacy_filter
48697A,English,1,13,5,0.0714,0.1667,0.1,0.8333,0.9286,openai_privacy_filter
44113A,English,1,3,1,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
51419B,English,4,11,6,0.2667,0.4,0.32,0.6,0.7333,openai_privacy_filter
41341B,English,4,15,6,0.2105,0.4,0.2759,0.6,0.7895,openai_privacy_filter
50328A,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
46783B,English,0,7,0,0.0,0.0,0.0,0.0,1.0,openai_privacy_filter
47842B,English,1,13,8,0.0714,0.1111,0.087,0.8889,0.9286,openai_privacy_filter
42335B,English,0,28,13,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
52890H,English,0,2,1,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
45661C,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
41803C,English,1,5,0,0.1667,1.0,0.2857,0.0,0.8333,openai_privacy_filter
48022B,English,4,16,12,0.2,0.25,0.2222,0.75,0.8,openai_privacy_filter
44525A,English,2,15,8,0.1176,0.2,0.1481,0.8,0.8824,openai_privacy_filter
51675B,English,1,7,2,0.125,0.3333,0.1818,0.6667,0.875,openai_privacy_filter
49099C,English,0,16,8,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
48938A,English,0,19,13,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
52431A,English,2,8,1,0.2,0.6667,0.3077,0.3333,0.8,openai_privacy_filter
52107A,English,5,9,0,0.3571,1.0,0.5263,0.0,0.6429,openai_privacy_filter
45434B,English,0,51,25,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
48366B,English,1,9,5,0.1,0.1667,0.125,0.8333,0.9,openai_privacy_filter
43173C,English,0,10,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
49984C,English,3,20,12,0.1304,0.2,0.1579,0.8,0.8696,openai_privacy_filter
41673B,English,4,15,10,0.2105,0.2857,0.2424,0.7143,0.7895,openai_privacy_filter
41368A,English,5,18,11,0.2174,0.3125,0.2564,0.6875,0.7826,openai_privacy_filter
49476D,English,1,6,6,0.1429,0.1429,0.1429,0.8571,0.8571,openai_privacy_filter
43632A,English,3,11,5,0.2143,0.375,0.2727,0.625,0.7857,openai_privacy_filter
50938A,English,7,11,0,0.3889,1.0,0.56,0.0,0.6111,openai_privacy_filter
44471D,English,1,1,1,0.5,0.5,0.5,0.5,0.5,openai_privacy_filter
41810B,English,2,10,5,0.1667,0.2857,0.2105,0.7143,0.8333,openai_privacy_filter
52009C,English,0,2,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
43699B,English,2,9,6,0.1818,0.25,0.2105,0.75,0.8182,openai_privacy_filter
52165C,English,4,24,14,0.1429,0.2222,0.1739,0.7778,0.8571,openai_privacy_filter
42062C,English,3,10,4,0.2308,0.4286,0.3,0.5714,0.7692,openai_privacy_filter
45677C,English,0,10,8,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
44299B,English,0,12,5,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
46710A,English,2,2,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
49181E,English,0,6,3,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
51735B,English,4,4,2,0.5,0.6667,0.5714,0.3333,0.5,openai_privacy_filter
45470C,English,2,17,11,0.1053,0.1538,0.125,0.8462,0.8947,openai_privacy_filter
42838D,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
45549C,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
45358B,English,3,9,7,0.25,0.3,0.2727,0.7,0.75,openai_privacy_filter
43370C,English,5,12,5,0.2941,0.5,0.3704,0.5,0.7059,openai_privacy_filter
49580B,English,4,8,5,0.3333,0.4444,0.381,0.5556,0.6667,openai_privacy_filter
44153C,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
49914B,English,2,10,6,0.1667,0.25,0.2,0.75,0.8333,openai_privacy_filter
53088A,English,2,6,2,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
49722C,English,1,9,5,0.1,0.1667,0.125,0.8333,0.9,openai_privacy_filter
49312C,English,1,1,5,0.5,0.1667,0.25,0.8333,0.5,openai_privacy_filter
41713A,English,3,13,7,0.1875,0.3,0.2308,0.7,0.8125,openai_privacy_filter
48780C,English,3,8,5,0.2727,0.375,0.3158,0.625,0.7273,openai_privacy_filter
49180B,English,0,20,9,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
42948D,English,1,3,1,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
47828C,English,0,6,8,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
50313B,English,0,24,14,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
43827A,English,0,4,1,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
42852A,English,2,5,3,0.2857,0.4,0.3333,0.6,0.7143,openai_privacy_filter
46829B,English,4,10,3,0.2857,0.5714,0.381,0.4286,0.7143,openai_privacy_filter
45674A,English,0,2,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
44190A,English,1,5,2,0.1667,0.3333,0.2222,0.6667,0.8333,openai_privacy_filter
52941B,English,0,5,7,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
49221C,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
49776B,English,0,32,16,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
48092A,English,6,38,24,0.1364,0.2,0.1622,0.8,0.8636,openai_privacy_filter
43529,English,3,23,12,0.1154,0.2,0.1463,0.8,0.8846,openai_privacy_filter
49747A,English,1,10,4,0.0909,0.2,0.125,0.8,0.9091,openai_privacy_filter
44945A,English,1,9,7,0.1,0.125,0.1111,0.875,0.9,openai_privacy_filter
51855A,English,5,11,6,0.3125,0.4545,0.3704,0.5455,0.6875,openai_privacy_filter
50893G,English,1,9,5,0.1,0.1667,0.125,0.8333,0.9,openai_privacy_filter
50970A,English,1,3,1,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
41492A,English,1,7,2,0.125,0.3333,0.1818,0.6667,0.875,openai_privacy_filter
43645C,English,2,8,3,0.2,0.4,0.2667,0.6,0.8,openai_privacy_filter
51583C,English,0,4,7,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
41210B,English,1,5,2,0.1667,0.3333,0.2222,0.6667,0.8333,openai_privacy_filter
51364B,English,3,12,8,0.2,0.2727,0.2308,0.7273,0.8,openai_privacy_filter
44814B,English,2,18,13,0.1,0.1333,0.1143,0.8667,0.9,openai_privacy_filter
45974A,English,2,6,2,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
44161A,English,0,8,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
41610B,English,0,5,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
43387A,English,2,9,7,0.1818,0.2222,0.2,0.7778,0.8182,openai_privacy_filter
52787A,English,2,4,1,0.3333,0.6667,0.4444,0.3333,0.6667,openai_privacy_filter
53163F,English,0,4,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
48225B,English,2,14,5,0.125,0.2857,0.1739,0.7143,0.875,openai_privacy_filter
52317H,English,0,8,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
50158A,English,2,10,5,0.1667,0.2857,0.2105,0.7143,0.8333,openai_privacy_filter
44807A,English,3,11,4,0.2143,0.4286,0.2857,0.5714,0.7857,openai_privacy_filter
43421C,English,0,2,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
49399A,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
47316B,English,4,8,2,0.3333,0.6667,0.4444,0.3333,0.6667,openai_privacy_filter
45902D,English,1,9,4,0.1,0.2,0.1333,0.8,0.9,openai_privacy_filter
52411C,English,0,10,5,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
52795B,English,6,16,13,0.2727,0.3158,0.2927,0.6842,0.7273,openai_privacy_filter
49251C,English,1,17,9,0.0556,0.1,0.0714,0.9,0.9444,openai_privacy_filter
46778B,English,3,3,3,0.5,0.5,0.5,0.5,0.5,openai_privacy_filter
42578D,English,2,2,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
44113D,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
43871A,English,0,5,1,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
50564C,English,3,11,4,0.2143,0.4286,0.2857,0.5714,0.7857,openai_privacy_filter
48152A,English,2,7,2,0.2222,0.5,0.3077,0.5,0.7778,openai_privacy_filter
47888B,English,3,5,0,0.375,1.0,0.5455,0.0,0.625,openai_privacy_filter
44084,English,7,21,7,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
50594B,English,1,7,2,0.125,0.3333,0.1818,0.6667,0.875,openai_privacy_filter
48442D,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
46373D,English,2,6,2,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
52558C,English,0,0,1,0.0,0.0,0.0,1.0,0.0,openai_privacy_filter
48434B,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
45950A,English,3,16,7,0.1579,0.3,0.2069,0.7,0.8421,openai_privacy_filter
45437C,English,2,21,12,0.087,0.1429,0.1081,0.8571,0.913,openai_privacy_filter
43523C,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
42514C,English,2,4,2,0.3333,0.5,0.4,0.5,0.6667,openai_privacy_filter
47522D,English,0,2,1,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
47263E,English,3,15,6,0.1667,0.3333,0.2222,0.6667,0.8333,openai_privacy_filter
41944A,English,2,8,5,0.2,0.2857,0.2353,0.7143,0.8,openai_privacy_filter
50735A,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
41372C,English,0,0,3,0.0,0.0,0.0,1.0,0.0,openai_privacy_filter
52100A,English,6,31,19,0.1622,0.24,0.1935,0.76,0.8378,openai_privacy_filter
42167,English,4,16,8,0.2,0.3333,0.25,0.6667,0.8,openai_privacy_filter
42700A,English,3,8,3,0.2727,0.5,0.3529,0.5,0.7273,openai_privacy_filter
49087B,English,4,13,6,0.2353,0.4,0.2963,0.6,0.7647,openai_privacy_filter
42803B,English,3,9,3,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
51193B,English,0,0,8,0.0,0.0,0.0,1.0,0.0,openai_privacy_filter
49697C,English,4,4,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
46255B,English,0,6,3,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
48588A,English,2,12,5,0.1429,0.2857,0.1905,0.7143,0.8571,openai_privacy_filter
41574B,English,2,6,5,0.25,0.2857,0.2667,0.7143,0.75,openai_privacy_filter
45732C,English,1,1,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
45702D,English,0,2,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
48584B,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
46915,English,0,8,7,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
47777B,English,1,16,10,0.0588,0.0909,0.0714,0.9091,0.9412,openai_privacy_filter
43934A,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
48029B,English,1,2,2,0.3333,0.3333,0.3333,0.6667,0.6667,openai_privacy_filter
52096A,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
53163B,English,0,4,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
40907E,English,0,8,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
49697A,English,5,5,3,0.5,0.625,0.5556,0.375,0.5,openai_privacy_filter
50213C,English,2,10,5,0.1667,0.2857,0.2105,0.7143,0.8333,openai_privacy_filter
42220A,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
49716C,English,0,4,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
52411D,English,0,6,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
47860A,English,3,8,3,0.2727,0.5,0.3529,0.5,0.7273,openai_privacy_filter
50655B,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
44153A,English,2,13,10,0.1333,0.1667,0.1481,0.8333,0.8667,openai_privacy_filter
50895B,English,10,22,5,0.3125,0.6667,0.4255,0.3333,0.6875,openai_privacy_filter
49229B,English,2,6,2,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
45161C,English,2,14,9,0.125,0.1818,0.1481,0.8182,0.875,openai_privacy_filter
42180D,English,0,2,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
44525D,English,2,13,9,0.1333,0.1818,0.1538,0.8182,0.8667,openai_privacy_filter
46452B,English,3,25,11,0.1071,0.2143,0.1429,0.7857,0.8929,openai_privacy_filter
42779C,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
46710C,English,2,6,0,0.25,1.0,0.4,0.0,0.75,openai_privacy_filter
40798C,English,3,9,7,0.25,0.3,0.2727,0.7,0.75,openai_privacy_filter
53338A,English,2,4,2,0.3333,0.5,0.4,0.5,0.6667,openai_privacy_filter
50224A,English,2,11,9,0.1538,0.1818,0.1667,0.8182,0.8462,openai_privacy_filter
52317C,English,0,6,3,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
50189E,English,1,3,2,0.25,0.3333,0.2857,0.6667,0.75,openai_privacy_filter
44089B,English,2,5,4,0.2857,0.3333,0.3077,0.6667,0.7143,openai_privacy_filter
47337C,English,2,15,10,0.1176,0.1667,0.1379,0.8333,0.8824,openai_privacy_filter
50808B,English,0,18,14,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
43026A,English,2,11,6,0.1538,0.25,0.1905,0.75,0.8462,openai_privacy_filter
47490C,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
52780C,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
42116C,English,0,6,3,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
52215E,English,2,6,4,0.25,0.3333,0.2857,0.6667,0.75,openai_privacy_filter
49037F,English,0,4,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
44596B,English,3,13,8,0.1875,0.2727,0.2222,0.7273,0.8125,openai_privacy_filter
51838C,English,3,14,9,0.1765,0.25,0.2069,0.75,0.8235,openai_privacy_filter
49210C,English,0,2,3,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
48780A,English,2,15,6,0.1176,0.25,0.16,0.75,0.8824,openai_privacy_filter
43237A,English,1,1,1,0.5,0.5,0.5,0.5,0.5,openai_privacy_filter
45607B,English,1,7,2,0.125,0.3333,0.1818,0.6667,0.875,openai_privacy_filter
50821B,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
42827A,English,4,14,5,0.2222,0.4444,0.2963,0.5556,0.7778,openai_privacy_filter
47898A,English,2,9,5,0.1818,0.2857,0.2222,0.7143,0.8182,openai_privacy_filter
53334C,English,3,4,4,0.4286,0.4286,0.4286,0.5714,0.5714,openai_privacy_filter
50991C,English,5,7,4,0.4167,0.5556,0.4762,0.4444,0.5833,openai_privacy_filter
52897A,English,2,8,3,0.2,0.4,0.2667,0.6,0.8,openai_privacy_filter
47782E,English,5,15,5,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
52854C,English,1,1,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
40779A,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
48625B,English,0,22,11,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
44941B,English,1,11,6,0.0833,0.1429,0.1053,0.8571,0.9167,openai_privacy_filter
47211A,English,3,12,8,0.2,0.2727,0.2308,0.7273,0.8,openai_privacy_filter
41044B,English,2,11,5,0.1538,0.2857,0.2,0.7143,0.8462,openai_privacy_filter
42186C,English,1,5,4,0.1667,0.2,0.1818,0.8,0.8333,openai_privacy_filter
52990B,English,5,21,7,0.1923,0.4167,0.2632,0.5833,0.8077,openai_privacy_filter
45444B,English,0,1,0,0.0,0.0,0.0,0.0,1.0,openai_privacy_filter
52336D,English,3,3,12,0.5,0.2,0.2857,0.8,0.5,openai_privacy_filter
51700A,English,4,14,5,0.2222,0.4444,0.2963,0.5556,0.7778,openai_privacy_filter
51404C,English,3,15,7,0.1667,0.3,0.2143,0.7,0.8333,openai_privacy_filter
44711B,English,5,18,13,0.2174,0.2778,0.2439,0.7222,0.7826,openai_privacy_filter
43762B,English,3,16,11,0.1579,0.2143,0.1818,0.7857,0.8421,openai_privacy_filter
41517C,English,3,9,5,0.25,0.375,0.3,0.625,0.75,openai_privacy_filter
43774C,English,8,9,2,0.4706,0.8,0.5926,0.2,0.5294,openai_privacy_filter
52331B,English,5,15,14,0.25,0.2632,0.2564,0.7368,0.75,openai_privacy_filter
48230A,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
53225C,English,1,7,4,0.125,0.2,0.1538,0.8,0.875,openai_privacy_filter
41880C,English,4,12,5,0.25,0.4444,0.32,0.5556,0.75,openai_privacy_filter
50351F,English,2,2,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
47173,English,2,14,7,0.125,0.2222,0.16,0.7778,0.875,openai_privacy_filter
51524B,English,2,8,6,0.2,0.25,0.2222,0.75,0.8,openai_privacy_filter
41669B,English,4,10,5,0.2857,0.4444,0.3478,0.5556,0.7143,openai_privacy_filter
50789C,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
47811C,English,0,16,8,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
50865B,English,0,26,14,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
42352A,English,1,8,5,0.1111,0.1667,0.1333,0.8333,0.8889,openai_privacy_filter
42384C,English,2,6,3,0.25,0.4,0.3077,0.6,0.75,openai_privacy_filter
49453A,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
47033B,English,6,20,8,0.2308,0.4286,0.3,0.5714,0.7692,openai_privacy_filter
53225B,English,3,12,6,0.2,0.3333,0.25,0.6667,0.8,openai_privacy_filter
48004A,English,0,0,1,0.0,0.0,0.0,1.0,0.0,openai_privacy_filter
42870C,English,0,3,3,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
44120A,English,1,3,2,0.25,0.3333,0.2857,0.6667,0.75,openai_privacy_filter
47751B,English,1,2,0,0.3333,1.0,0.5,0.0,0.6667,openai_privacy_filter
52253C,English,2,13,8,0.1333,0.2,0.16,0.8,0.8667,openai_privacy_filter
48739C,English,3,5,1,0.375,0.75,0.5,0.25,0.625,openai_privacy_filter
46278A,English,3,9,4,0.25,0.4286,0.3158,0.5714,0.75,openai_privacy_filter
53542A,English,2,17,8,0.1053,0.2,0.1379,0.8,0.8947,openai_privacy_filter
43398B,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
52983D,English,2,19,10,0.0952,0.1667,0.1212,0.8333,0.9048,openai_privacy_filter
47888D,English,1,3,0,0.25,1.0,0.4,0.0,0.75,openai_privacy_filter
50726B,English,2,17,13,0.1053,0.1333,0.1176,0.8667,0.8947,openai_privacy_filter
50328C,English,1,5,3,0.1667,0.25,0.2,0.75,0.8333,openai_privacy_filter
49817D,English,0,0,1,0.0,0.0,0.0,1.0,0.0,openai_privacy_filter
43266C,English,0,2,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
50088B,English,7,7,1,0.5,0.875,0.6364,0.125,0.5,openai_privacy_filter
44753C,English,0,11,6,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
45948A,English,0,2,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
49614A,English,3,13,3,0.1875,0.5,0.2727,0.5,0.8125,openai_privacy_filter
45601B,English,1,17,10,0.0556,0.0909,0.069,0.9091,0.9444,openai_privacy_filter
46500A,English,4,10,6,0.2857,0.4,0.3333,0.6,0.7143,openai_privacy_filter
52587C,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
47609,English,3,11,8,0.2143,0.2727,0.24,0.7273,0.7857,openai_privacy_filter
46691C,English,1,5,2,0.1667,0.3333,0.2222,0.6667,0.8333,openai_privacy_filter
42281C,English,0,0,1,0.0,0.0,0.0,1.0,0.0,openai_privacy_filter
43880C,English,1,5,4,0.1667,0.2,0.1818,0.8,0.8333,openai_privacy_filter
43577C,English,0,6,1,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
41586A,English,0,10,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
45133A,English,3,14,8,0.1765,0.2727,0.2143,0.7273,0.8235,openai_privacy_filter
41067A,English,4,5,2,0.4444,0.6667,0.5333,0.3333,0.5556,openai_privacy_filter
48505A,English,0,14,6,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
48036B,English,3,17,7,0.15,0.3,0.2,0.7,0.85,openai_privacy_filter
43663A,English,0,8,6,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
48505B,English,0,34,16,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
43534C,English,2,9,6,0.1818,0.25,0.2105,0.75,0.8182,openai_privacy_filter
40848,English,0,30,5,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
41704B,English,0,4,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
50024C,English,4,19,9,0.1739,0.3077,0.2222,0.6923,0.8261,openai_privacy_filter
49141A,English,1,1,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
41528A,English,3,17,14,0.15,0.1765,0.1622,0.8235,0.85,openai_privacy_filter
43645B,English,1,7,4,0.125,0.2,0.1538,0.8,0.875,openai_privacy_filter
41619C,English,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
52681B,English,1,5,5,0.1667,0.1667,0.1667,0.8333,0.8333,openai_privacy_filter
41204D,English,1,12,9,0.0769,0.1,0.087,0.9,0.9231,openai_privacy_filter
52085A,English,0,2,0,0.0,0.0,0.0,0.0,1.0,openai_privacy_filter
45023C,English,0,18,13,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
41704A,English,0,3,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
47583A,English,2,2,1,0.5,0.6667,0.5714,0.3333,0.5,openai_privacy_filter
43753A,English,8,13,8,0.381,0.5,0.4324,0.5,0.619,openai_privacy_filter
44301B,English,5,15,5,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
