sample_id,language,tp,fp,fn,precision,recall,f1,fnr,fpr,model
75436C,Dutch,1,1,1,0.5,0.5,0.5,0.5,0.5,openai_privacy_filter
69773B,Dutch,2,16,8,0.1111,0.2,0.1429,0.8,0.8889,openai_privacy_filter
70668A,Dutch,1,1,2,0.5,0.3333,0.4,0.6667,0.5,openai_privacy_filter
67662B,Dutch,1,16,9,0.0588,0.1,0.0741,0.9,0.9412,openai_privacy_filter
77399A,Dutch,2,10,7,0.1667,0.2222,0.1905,0.7778,0.8333,openai_privacy_filter
73432B,Dutch,2,8,3,0.2,0.4,0.2667,0.6,0.8,openai_privacy_filter
67037B,Dutch,5,20,4,0.2,0.5556,0.2941,0.4444,0.8,openai_privacy_filter
74672E,Dutch,2,2,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
78790B,Dutch,3,17,7,0.15,0.3,0.2,0.7,0.85,openai_privacy_filter
74893B,Dutch,2,3,1,0.4,0.6667,0.5,0.3333,0.6,openai_privacy_filter
77077A,Dutch,3,3,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
77572B,Dutch,2,10,7,0.1667,0.2222,0.1905,0.7778,0.8333,openai_privacy_filter
77855B,Dutch,0,4,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
77775E,Dutch,5,7,6,0.4167,0.4545,0.4348,0.5455,0.5833,openai_privacy_filter
76830B,Dutch,0,4,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
69883D,Dutch,0,6,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
72328A,Dutch,2,4,1,0.3333,0.6667,0.4444,0.3333,0.6667,openai_privacy_filter
73368A,Dutch,1,1,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
68091A,Dutch,2,12,5,0.1429,0.2857,0.1905,0.7143,0.8571,openai_privacy_filter
76732C,Dutch,0,0,1,0.0,0.0,0.0,1.0,0.0,openai_privacy_filter
71805C,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
76111A,Dutch,4,11,2,0.2667,0.6667,0.381,0.3333,0.7333,openai_privacy_filter
71548A,Dutch,0,25,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
79420B,Dutch,0,29,20,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
68817C,Dutch,0,3,5,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
77576C,Dutch,2,4,2,0.3333,0.5,0.4,0.5,0.6667,openai_privacy_filter
80141A,Dutch,2,14,9,0.125,0.1818,0.1481,0.8182,0.875,openai_privacy_filter
71331D,Dutch,1,7,4,0.125,0.2,0.1538,0.8,0.875,openai_privacy_filter
74481B,Dutch,1,19,12,0.05,0.0769,0.0606,0.9231,0.95,openai_privacy_filter
71483B,Dutch,6,11,2,0.3529,0.75,0.48,0.25,0.6471,openai_privacy_filter
73043B,Dutch,5,12,7,0.2941,0.4167,0.3448,0.5833,0.7059,openai_privacy_filter
71735B,Dutch,8,18,5,0.3077,0.6154,0.4103,0.3846,0.6923,openai_privacy_filter
72942B,Dutch,4,12,5,0.25,0.4444,0.32,0.5556,0.75,openai_privacy_filter
77258,Dutch,2,10,7,0.1667,0.2222,0.1905,0.7778,0.8333,openai_privacy_filter
71272B,Dutch,1,8,7,0.1111,0.125,0.1176,0.875,0.8889,openai_privacy_filter
75104F,Dutch,5,7,3,0.4167,0.625,0.5,0.375,0.5833,openai_privacy_filter
68866B,Dutch,1,9,5,0.1,0.1667,0.125,0.8333,0.9,openai_privacy_filter
69793D,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
73213B,Dutch,1,1,1,0.5,0.5,0.5,0.5,0.5,openai_privacy_filter
76745A,Dutch,4,6,4,0.4,0.5,0.4444,0.5,0.6,openai_privacy_filter
72639B,Dutch,2,19,11,0.0952,0.1538,0.1176,0.8462,0.9048,openai_privacy_filter
76943C,Dutch,2,9,5,0.1818,0.2857,0.2222,0.7143,0.8182,openai_privacy_filter
77915E,Dutch,2,15,7,0.1176,0.2222,0.1538,0.7778,0.8824,openai_privacy_filter
80189A,Dutch,1,5,2,0.1667,0.3333,0.2222,0.6667,0.8333,openai_privacy_filter
69538A,Dutch,2,8,6,0.2,0.25,0.2222,0.75,0.8,openai_privacy_filter
75986B,Dutch,0,0,2,0.0,0.0,0.0,1.0,0.0,openai_privacy_filter
75317B,Dutch,2,27,14,0.069,0.125,0.0889,0.875,0.931,openai_privacy_filter
71339C,Dutch,0,4,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
72999A,Dutch,0,2,1,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
75017B,Dutch,1,1,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
79241A,Dutch,2,8,4,0.2,0.3333,0.25,0.6667,0.8,openai_privacy_filter
67024A,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
71381C,Dutch,1,5,2,0.1667,0.3333,0.2222,0.6667,0.8333,openai_privacy_filter
71131B,Dutch,0,3,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
70069B,Dutch,3,6,7,0.3333,0.3,0.3158,0.7,0.6667,openai_privacy_filter
73352C,Dutch,0,2,0,0.0,0.0,0.0,0.0,1.0,openai_privacy_filter
78469B,Dutch,1,3,1,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
75491B,Dutch,7,9,4,0.4375,0.6364,0.5185,0.3636,0.5625,openai_privacy_filter
75859A,Dutch,1,1,1,0.5,0.5,0.5,0.5,0.5,openai_privacy_filter
76591C,Dutch,1,10,7,0.0909,0.125,0.1053,0.875,0.9091,openai_privacy_filter
71678C,Dutch,4,8,4,0.3333,0.5,0.4,0.5,0.6667,openai_privacy_filter
73868B,Dutch,3,18,12,0.1429,0.2,0.1667,0.8,0.8571,openai_privacy_filter
73529A,Dutch,3,6,1,0.3333,0.75,0.4615,0.25,0.6667,openai_privacy_filter
76919,Dutch,6,27,22,0.1818,0.2143,0.1967,0.7857,0.8182,openai_privacy_filter
70121B,Dutch,3,3,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
74535A,Dutch,0,11,6,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
73974C,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
78595A,Dutch,0,4,5,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
80157A,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
77760C,Dutch,2,7,4,0.2222,0.3333,0.2667,0.6667,0.7778,openai_privacy_filter
69477C,Dutch,3,11,5,0.2143,0.375,0.2727,0.625,0.7857,openai_privacy_filter
76639B,Dutch,7,11,8,0.3889,0.4667,0.4242,0.5333,0.6111,openai_privacy_filter
68293,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
71080D,Dutch,2,8,5,0.2,0.2857,0.2353,0.7143,0.8,openai_privacy_filter
74615A,Dutch,0,5,3,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
76728B,Dutch,3,19,6,0.1364,0.3333,0.1935,0.6667,0.8636,openai_privacy_filter
76291B,Dutch,5,23,10,0.1786,0.3333,0.2326,0.6667,0.8214,openai_privacy_filter
76049E,Dutch,0,4,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
71911,Dutch,4,8,2,0.3333,0.6667,0.4444,0.3333,0.6667,openai_privacy_filter
68405C,Dutch,2,2,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
79022A,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
77955E,Dutch,2,8,5,0.2,0.2857,0.2353,0.7143,0.8,openai_privacy_filter
70398C,Dutch,3,7,3,0.3,0.5,0.375,0.5,0.7,openai_privacy_filter
76852A,Dutch,4,13,7,0.2353,0.3636,0.2857,0.6364,0.7647,openai_privacy_filter
71497B,Dutch,3,14,7,0.1765,0.3,0.2222,0.7,0.8235,openai_privacy_filter
70262G,Dutch,0,0,2,0.0,0.0,0.0,1.0,0.0,openai_privacy_filter
78790C,Dutch,1,3,1,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
69908,Dutch,7,8,6,0.4667,0.5385,0.5,0.4615,0.5333,openai_privacy_filter
69149B,Dutch,4,24,15,0.1429,0.2105,0.1702,0.7895,0.8571,openai_privacy_filter
67335A,Dutch,3,15,9,0.1667,0.25,0.2,0.75,0.8333,openai_privacy_filter
67698D,Dutch,0,4,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
70533A,Dutch,2,19,9,0.0952,0.1818,0.125,0.8182,0.9048,openai_privacy_filter
73996B,Dutch,3,9,4,0.25,0.4286,0.3158,0.5714,0.75,openai_privacy_filter
75923B,Dutch,1,4,2,0.2,0.3333,0.25,0.6667,0.8,openai_privacy_filter
79440B,Dutch,4,12,6,0.25,0.4,0.3077,0.6,0.75,openai_privacy_filter
78202A,Dutch,4,6,2,0.4,0.6667,0.5,0.3333,0.6,openai_privacy_filter
68127B,Dutch,0,13,8,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
73733B,Dutch,4,18,9,0.1818,0.3077,0.2286,0.6923,0.8182,openai_privacy_filter
73118B,Dutch,5,5,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
79893B,Dutch,2,16,8,0.1111,0.2,0.1429,0.8,0.8889,openai_privacy_filter
76225B,Dutch,3,3,6,0.5,0.3333,0.4,0.6667,0.5,openai_privacy_filter
75416B,Dutch,5,15,9,0.25,0.3571,0.2941,0.6429,0.75,openai_privacy_filter
69849B,Dutch,0,25,14,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
77556B,Dutch,3,17,8,0.15,0.2727,0.1935,0.7273,0.85,openai_privacy_filter
77241C,Dutch,7,13,3,0.35,0.7,0.4667,0.3,0.65,openai_privacy_filter
72684B,Dutch,3,17,10,0.15,0.2308,0.1818,0.7692,0.85,openai_privacy_filter
74271B,Dutch,4,18,9,0.1818,0.3077,0.2286,0.6923,0.8182,openai_privacy_filter
72883B,Dutch,1,1,1,0.5,0.5,0.5,0.5,0.5,openai_privacy_filter
70506D,Dutch,1,7,6,0.125,0.1429,0.1333,0.8571,0.875,openai_privacy_filter
69149C,Dutch,2,9,7,0.1818,0.2222,0.2,0.7778,0.8182,openai_privacy_filter
76611B,Dutch,4,10,4,0.2857,0.5,0.3636,0.5,0.7143,openai_privacy_filter
77095B,Dutch,2,10,12,0.1667,0.1429,0.1538,0.8571,0.8333,openai_privacy_filter
67094A,Dutch,0,7,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
80005B,Dutch,7,15,4,0.3182,0.6364,0.4242,0.3636,0.6818,openai_privacy_filter
77955C,Dutch,2,11,8,0.1538,0.2,0.1739,0.8,0.8462,openai_privacy_filter
79571A,Dutch,1,18,14,0.0526,0.0667,0.0588,0.9333,0.9474,openai_privacy_filter
78229C,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
79880B,Dutch,0,23,14,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
68578B,Dutch,2,15,8,0.1176,0.2,0.1481,0.8,0.8824,openai_privacy_filter
78374B,Dutch,0,6,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
73296B,Dutch,0,18,11,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
70194E,Dutch,1,6,2,0.1429,0.3333,0.2,0.6667,0.8571,openai_privacy_filter
69556A,Dutch,1,1,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
78750B,Dutch,4,12,5,0.25,0.4444,0.32,0.5556,0.75,openai_privacy_filter
77238A,Dutch,1,1,7,0.5,0.125,0.2,0.875,0.5,openai_privacy_filter
74649C,Dutch,2,6,6,0.25,0.25,0.25,0.75,0.75,openai_privacy_filter
73864A,Dutch,1,5,3,0.1667,0.25,0.2,0.75,0.8333,openai_privacy_filter
67770C,Dutch,4,18,12,0.1818,0.25,0.2105,0.75,0.8182,openai_privacy_filter
75154D,Dutch,3,6,5,0.3333,0.375,0.3529,0.625,0.6667,openai_privacy_filter
70577C,Dutch,3,9,3,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
79424B,Dutch,0,10,5,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
68779A,Dutch,5,15,8,0.25,0.3846,0.303,0.6154,0.75,openai_privacy_filter
73739A,Dutch,0,12,10,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
68966C,Dutch,7,7,2,0.5,0.7778,0.6087,0.2222,0.5,openai_privacy_filter
78704B,Dutch,1,1,1,0.5,0.5,0.5,0.5,0.5,openai_privacy_filter
73864B,Dutch,3,23,13,0.1154,0.1875,0.1429,0.8125,0.8846,openai_privacy_filter
76773B,Dutch,4,24,10,0.1429,0.2857,0.1905,0.7143,0.8571,openai_privacy_filter
74797C,Dutch,2,8,3,0.2,0.4,0.2667,0.6,0.8,openai_privacy_filter
75179D,Dutch,1,5,2,0.1667,0.3333,0.2222,0.6667,0.8333,openai_privacy_filter
75719B,Dutch,2,23,15,0.08,0.1176,0.0952,0.8824,0.92,openai_privacy_filter
71617A,Dutch,2,6,6,0.25,0.25,0.25,0.75,0.75,openai_privacy_filter
77995E,Dutch,7,13,5,0.35,0.5833,0.4375,0.4167,0.65,openai_privacy_filter
79989B,Dutch,0,4,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
73534B,Dutch,0,2,1,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
75937A,Dutch,0,2,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
78969C,Dutch,1,12,7,0.0769,0.125,0.0952,0.875,0.9231,openai_privacy_filter
77572A,Dutch,0,3,3,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
79994B,Dutch,1,5,3,0.1667,0.25,0.2,0.75,0.8333,openai_privacy_filter
74444B,Dutch,2,10,6,0.1667,0.25,0.2,0.75,0.8333,openai_privacy_filter
73314A,Dutch,6,22,10,0.2143,0.375,0.2727,0.625,0.7857,openai_privacy_filter
79209B,Dutch,3,19,12,0.1364,0.2,0.1622,0.8,0.8636,openai_privacy_filter
80234B,Dutch,4,19,12,0.1739,0.25,0.2051,0.75,0.8261,openai_privacy_filter
73614B,Dutch,0,10,8,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
80064B,Dutch,5,19,7,0.2083,0.4167,0.2778,0.5833,0.7917,openai_privacy_filter
69320A,Dutch,14,17,3,0.4516,0.8235,0.5833,0.1765,0.5484,openai_privacy_filter
77873C,Dutch,2,14,12,0.125,0.1429,0.1333,0.8571,0.875,openai_privacy_filter
79573C,Dutch,0,7,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
73990B,Dutch,2,2,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
73675B,Dutch,6,15,7,0.2857,0.4615,0.3529,0.5385,0.7143,openai_privacy_filter
70717B,Dutch,2,15,9,0.1176,0.1818,0.1429,0.8182,0.8824,openai_privacy_filter
77971B,Dutch,0,2,4,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
70558,Dutch,5,16,9,0.2381,0.3571,0.2857,0.6429,0.7619,openai_privacy_filter
79326C,Dutch,4,17,11,0.1905,0.2667,0.2222,0.7333,0.8095,openai_privacy_filter
76357C,Dutch,4,12,8,0.25,0.3333,0.2857,0.6667,0.75,openai_privacy_filter
70985B,Dutch,3,6,3,0.3333,0.5,0.4,0.5,0.6667,openai_privacy_filter
78143A,Dutch,3,10,7,0.2308,0.3,0.2609,0.7,0.7692,openai_privacy_filter
78365A,Dutch,0,2,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
74688C,Dutch,2,11,7,0.1538,0.2222,0.1818,0.7778,0.8462,openai_privacy_filter
74146B,Dutch,0,0,2,0.0,0.0,0.0,1.0,0.0,openai_privacy_filter
76155C,Dutch,1,3,1,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
70466,Dutch,9,42,34,0.1765,0.2093,0.1915,0.7907,0.8235,openai_privacy_filter
70964B,Dutch,4,12,7,0.25,0.3636,0.2963,0.6364,0.75,openai_privacy_filter
73502B,Dutch,4,14,6,0.2222,0.4,0.2857,0.6,0.7778,openai_privacy_filter
68192A,Dutch,1,12,6,0.0769,0.1429,0.1,0.8571,0.9231,openai_privacy_filter
77468B,Dutch,0,4,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
71114,Dutch,4,11,4,0.2667,0.5,0.3478,0.5,0.7333,openai_privacy_filter
70394A,Dutch,0,7,0,0.0,0.0,0.0,0.0,1.0,openai_privacy_filter
70913A,Dutch,0,8,6,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
71930A,Dutch,2,7,4,0.2222,0.3333,0.2667,0.6667,0.7778,openai_privacy_filter
71653A,Dutch,0,6,3,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
80015B,Dutch,2,12,8,0.1429,0.2,0.1667,0.8,0.8571,openai_privacy_filter
74908D,Dutch,3,14,7,0.1765,0.3,0.2222,0.7,0.8235,openai_privacy_filter
68237B,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
69034B,Dutch,0,12,5,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
69186C,Dutch,1,9,2,0.1,0.3333,0.1538,0.6667,0.9,openai_privacy_filter
70330C,Dutch,1,10,3,0.0909,0.25,0.1333,0.75,0.9091,openai_privacy_filter
72675B,Dutch,1,7,4,0.125,0.2,0.1538,0.8,0.875,openai_privacy_filter
77210A,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
69223A,Dutch,2,4,1,0.3333,0.6667,0.4444,0.3333,0.6667,openai_privacy_filter
77369C,Dutch,2,7,6,0.2222,0.25,0.2353,0.75,0.7778,openai_privacy_filter
70121D,Dutch,0,0,1,0.0,0.0,0.0,1.0,0.0,openai_privacy_filter
67970D,Dutch,1,1,1,0.5,0.5,0.5,0.5,0.5,openai_privacy_filter
73120B,Dutch,2,11,4,0.1538,0.3333,0.2105,0.6667,0.8462,openai_privacy_filter
73024A,Dutch,0,10,6,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
71837A,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
74943B,Dutch,0,26,5,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
73883C,Dutch,0,0,1,0.0,0.0,0.0,1.0,0.0,openai_privacy_filter
73131B,Dutch,0,6,3,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
67952B,Dutch,2,13,6,0.1333,0.25,0.1739,0.75,0.8667,openai_privacy_filter
70027B,Dutch,1,8,6,0.1111,0.1429,0.125,0.8571,0.8889,openai_privacy_filter
79229B,Dutch,9,11,2,0.45,0.8182,0.5806,0.1818,0.55,openai_privacy_filter
73208B,Dutch,6,10,4,0.375,0.6,0.4615,0.4,0.625,openai_privacy_filter
72762A,Dutch,2,4,1,0.3333,0.6667,0.4444,0.3333,0.6667,openai_privacy_filter
80214B,Dutch,0,19,17,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
78229A,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
75546A,Dutch,4,8,0,0.3333,1.0,0.5,0.0,0.6667,openai_privacy_filter
77234B,Dutch,1,39,25,0.025,0.0385,0.0303,0.9615,0.975,openai_privacy_filter
67272B,Dutch,4,18,6,0.1818,0.4,0.25,0.6,0.8182,openai_privacy_filter
79520B,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
79818B,Dutch,1,26,13,0.037,0.0714,0.0488,0.9286,0.963,openai_privacy_filter
78139A,Dutch,0,1,0,0.0,0.0,0.0,0.0,1.0,openai_privacy_filter
75416C,Dutch,2,4,2,0.3333,0.5,0.4,0.5,0.6667,openai_privacy_filter
72650B,Dutch,0,9,7,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
74033C,Dutch,3,9,4,0.25,0.4286,0.3158,0.5714,0.75,openai_privacy_filter
67096A,Dutch,4,17,7,0.1905,0.3636,0.25,0.6364,0.8095,openai_privacy_filter
72148A,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
71305B,Dutch,2,6,1,0.25,0.6667,0.3636,0.3333,0.75,openai_privacy_filter
77982G,Dutch,0,10,0,0.0,0.0,0.0,0.0,1.0,openai_privacy_filter
72764B,Dutch,3,13,7,0.1875,0.3,0.2308,0.7,0.8125,openai_privacy_filter
79480C,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
79992B,Dutch,5,25,15,0.1667,0.25,0.2,0.75,0.8333,openai_privacy_filter
79260C,Dutch,1,5,3,0.1667,0.25,0.2,0.75,0.8333,openai_privacy_filter
73182B,Dutch,1,20,10,0.0476,0.0909,0.0625,0.9091,0.9524,openai_privacy_filter
74893A,Dutch,1,1,1,0.5,0.5,0.5,0.5,0.5,openai_privacy_filter
77912C,Dutch,14,14,1,0.5,0.9333,0.6512,0.0667,0.5,openai_privacy_filter
77748B,Dutch,1,17,6,0.0556,0.1429,0.08,0.8571,0.9444,openai_privacy_filter
74993C,Dutch,0,12,11,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
75819B,Dutch,2,4,3,0.3333,0.4,0.3636,0.6,0.6667,openai_privacy_filter
80075B,Dutch,8,8,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
70218B,Dutch,4,22,10,0.1538,0.2857,0.2,0.7143,0.8462,openai_privacy_filter
74204B,Dutch,2,11,6,0.1538,0.25,0.1905,0.75,0.8462,openai_privacy_filter
70203B,Dutch,5,14,4,0.2632,0.5556,0.3571,0.4444,0.7368,openai_privacy_filter
70936B,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
73428C,Dutch,0,3,3,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
74161A,Dutch,1,9,7,0.1,0.125,0.1111,0.875,0.9,openai_privacy_filter
67421A,Dutch,0,3,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
72751B,Dutch,3,11,7,0.2143,0.3,0.25,0.7,0.7857,openai_privacy_filter
71931,Dutch,2,12,22,0.1429,0.0833,0.1053,0.9167,0.8571,openai_privacy_filter
76803B,Dutch,3,9,3,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
76983B,Dutch,1,1,1,0.5,0.5,0.5,0.5,0.5,openai_privacy_filter
78670C,Dutch,1,3,1,0.25,0.5,0.3333,0.5,0.75,openai_privacy_filter
72972B,Dutch,1,1,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
77624C,Dutch,2,12,7,0.1429,0.2222,0.1739,0.7778,0.8571,openai_privacy_filter
69394B,Dutch,1,9,4,0.1,0.2,0.1333,0.8,0.9,openai_privacy_filter
79331B,Dutch,2,4,3,0.3333,0.4,0.3636,0.6,0.6667,openai_privacy_filter
73910A,Dutch,4,19,10,0.1739,0.2857,0.2162,0.7143,0.8261,openai_privacy_filter
68868C,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
76092A,Dutch,1,9,4,0.1,0.2,0.1333,0.8,0.9,openai_privacy_filter
74840A,Dutch,1,3,2,0.25,0.3333,0.2857,0.6667,0.75,openai_privacy_filter
67379B,Dutch,1,15,10,0.0625,0.0909,0.0741,0.9091,0.9375,openai_privacy_filter
80234C,Dutch,7,13,6,0.35,0.5385,0.4242,0.4615,0.65,openai_privacy_filter
72813A,Dutch,0,13,12,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
75648A,Dutch,0,1,1,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
75254A,Dutch,1,1,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
76722C,Dutch,1,13,6,0.0714,0.1429,0.0952,0.8571,0.9286,openai_privacy_filter
67379D,Dutch,0,4,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
68284B,Dutch,1,8,4,0.1111,0.2,0.1429,0.8,0.8889,openai_privacy_filter
76433B,Dutch,0,14,8,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
73341B,Dutch,4,9,7,0.3077,0.3636,0.3333,0.6364,0.6923,openai_privacy_filter
69004C,Dutch,5,20,9,0.2,0.3571,0.2564,0.6429,0.8,openai_privacy_filter
79648B,Dutch,0,14,19,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
73838A,Dutch,0,2,1,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
69623B,Dutch,4,6,9,0.4,0.3077,0.3478,0.6923,0.6,openai_privacy_filter
70737A,Dutch,0,6,3,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
71749C,Dutch,1,1,1,0.5,0.5,0.5,0.5,0.5,openai_privacy_filter
70094,Dutch,0,4,18,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
73719B,Dutch,3,13,5,0.1875,0.375,0.25,0.625,0.8125,openai_privacy_filter
71741A,Dutch,8,38,26,0.1739,0.2353,0.2,0.7647,0.8261,openai_privacy_filter
71954B,Dutch,0,25,15,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
78077B,Dutch,7,21,12,0.25,0.3684,0.2979,0.6316,0.75,openai_privacy_filter
79808B,Dutch,4,14,10,0.2222,0.2857,0.25,0.7143,0.7778,openai_privacy_filter
71002B,Dutch,2,15,13,0.1176,0.1333,0.125,0.8667,0.8824,openai_privacy_filter
77973A,Dutch,4,13,6,0.2353,0.4,0.2963,0.6,0.7647,openai_privacy_filter
79220D,Dutch,0,4,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
73242A,Dutch,10,61,40,0.1408,0.2,0.1653,0.8,0.8592,openai_privacy_filter
70628A,Dutch,0,21,11,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
79251B,Dutch,3,5,1,0.375,0.75,0.5,0.25,0.625,openai_privacy_filter
68254B,Dutch,1,13,10,0.0714,0.0909,0.08,0.9091,0.9286,openai_privacy_filter
73931B,Dutch,1,21,11,0.0455,0.0833,0.0588,0.9167,0.9545,openai_privacy_filter
67269,Dutch,3,20,12,0.1304,0.2,0.1579,0.8,0.8696,openai_privacy_filter
77929B,Dutch,4,14,4,0.2222,0.5,0.3077,0.5,0.7778,openai_privacy_filter
74905A,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
67793A,Dutch,0,4,2,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
72118A,Dutch,2,13,7,0.1333,0.2222,0.1667,0.7778,0.8667,openai_privacy_filter
70262C,Dutch,0,0,4,0.0,0.0,0.0,1.0,0.0,openai_privacy_filter
76532A,Dutch,3,12,7,0.2,0.3,0.24,0.7,0.8,openai_privacy_filter
68082C,Dutch,4,12,3,0.25,0.5714,0.3478,0.4286,0.75,openai_privacy_filter
78428B,Dutch,0,17,12,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
76555A,Dutch,1,5,2,0.1667,0.3333,0.2222,0.6667,0.8333,openai_privacy_filter
67592A,Dutch,3,14,9,0.1765,0.25,0.2069,0.75,0.8235,openai_privacy_filter
77991D,Dutch,0,0,0,0.0,0.0,0.0,0.0,0.0,openai_privacy_filter
67440A,Dutch,1,1,0,0.5,1.0,0.6667,0.0,0.5,openai_privacy_filter
69912B,Dutch,0,19,11,0.0,0.0,0.0,1.0,1.0,openai_privacy_filter
79319A,Dutch,1,3,2,0.25,0.3333,0.2857,0.6667,0.75,openai_privacy_filter
67286D,Dutch,2,6,5,0.25,0.2857,0.2667,0.7143,0.75,openai_privacy_filter
76068B,Dutch,6,18,8,0.25,0.4286,0.3158,0.5714,0.75,openai_privacy_filter
